,Closing Price,EMA,HighPass,Sign,next
45,340.528992,356.767387368972,-16.2180035148154,-1,-1
46,329.049988,351.223907495177,-22.1576060118523,1,1
47,334.002014,347.779528796142,-13.7644640094819,-1,-1
48,331.766998,344.577022636913,-12.7995840075855,1,1
49,343.368988,344.335415709531,-0.958075206068406,1,1
50,352.966003,346.061533167625,6.91115183514526,-1,-1
51,352.731995,347.3956255341,5.34171506811617,-1,-1
52,347.032013,347.32290302728,-0.286613545507044,1,1
53,363.626007,350.583523821824,13.0459043635944,1,1
54,374.81601,355.430021057459,19.3887258908755,-1,-1
55,371.309998,358.606016445967,12.7061711127004,1,1
56,429.717987,372.828410556774,56.8913280901603,1,1
57,457.092987,389.681325845419,67.4130624721283,-1,-1
58,419.252014,395.595463476335,23.6576715777026,-1,-1
59,405.528015,397.581973781068,7.9469380621621,-1,-1
60,390.799011,396.225381224855,-5.42565275027032,1,1
61,410.199005,399.020105979884,11.1794729997837,-1,-1
62,392.402008,397.696486383907,-5.29401920017299,-1,-1
63,386.480988,395.453386707126,-8.97203136013841,-1,-1
64,382.024994,392.767708165701,-10.7424202881108,-1,-1
65,357.878998,385.789966132561,-27.9107330304886,1,1
66,364.841003,381.600173506048,-16.7589824243909,1,1
67,370.845001,379.449139004839,-8.60398753951267,1,1
68,387.209015,381.001114203871,6.20802116838986,1,1
69,394.700989,383.741089163097,10.9599961347119,-1,-1
70,377.697998,382.532470930478,-4.83439589223053,-1,-1
71,373.992004,380.824377544382,-6.83231191378441,1,1
72,382.838013,381.227104635506,1.61095766897247,1,1
73,387.601013,382.501886308405,5.09916613517799,-1,-1
74,382.527008,382.506910646724,0.0201289081423965,1,1
75,383.661987,382.737925917379,0.924086326513907,1,1
76,384.037994,382.997939533903,1.04007466121116,-1,-1
77,383.026001,383.003551827123,0.0224653289689286,-1,-1
78,378.654999,382.133841261698,-3.4788293368249,1,1
79,379.191986,381.545470209358,-2.35347386945991,-1,-1
80,378.447998,380.925975767487,-2.47796949556791,-1,-1
81,376.291992,379.999179013989,-3.70718039645431,-1,-1
82,376.028992,379.205141611192,-3.17614431716343,-1,-1
83,363.066986,375.977510488953,-12.9105202537308,-1,-1
84,352.384003,371.258808991163,-18.8748026029846,1,1
85,361.356995,369.27844619293,-7.92144848238772,-1,-1
86,352.983002,366.019357354344,-13.0363531859102,-1,-1
87,352.381012,363.291688283475,-10.9106745487281,1,1
88,353.31601,361.29655262678,-7.98054123898251,-1,-1
89,351.815002,359.400242501424,-7.585239391186,-1,-1
90,345.859009,356.691995801139,-10.8329859129488,-1,-1
91,333.95401,352.144398640912,-18.1903879303591,-1,-1
92,323.709015,346.457321912729,-22.7483063442872,-1,-1
93,318.53299,340.872455530183,-22.3394650754298,1,1
94,330.325012,338.762966824147,-8.43795446034383,-1,-1
95,329.628998,336.936173059317,-7.30717476827504,1,1
96,334.117004,336.372339247454,-2.25533501462005,1,1
97,336.286987,336.355268797963,-0.0682816116960567,-1,-1
98,334.740997,336.032414438371,-1.29141728935688,-1,-1
99,322.670013,333.359934150696,-10.6899210314855,1,1
100,331.424011,332.972749520557,-1.54873842518841,-1,-1
101,328.911011,332.160401816446,-3.24939074015074,-1,-1
102,320.028015,329.733924453157,-9.70590939212057,1,1
103,320.266998,327.840539162525,-7.57354111369646,-1,-1
104,314.80899,325.23422933002,-10.4252392909572,1,1
105,320.192993,324.225982064016,-4.03298903276573,1,1
106,320.434998,323.467785251213,-3.03278722621258,-1,-1
107,315.838989,321.94202600097,-6.10303698097005,-1,-1
108,315.149994,320.583619600776,-5.43362558477606,-1,-1
109,287.230011,313.912897880621,-26.6828868678208,-1,-1
110,278.341003,306.798518904497,-28.4575158942567,1,1
111,287.553009,302.949416923598,-15.3964079154054,1,1
112,298.753998,302.110333138878,-3.35633513232424,-1,-1
113,294.13501,300.515268511102,-6.38025850585941,-1,-1
114,291.114014,298.635017608882,-7.52100360468753,-1,-1
115,288.127014,296.533416887106,-8.40640288375002,-1,-1
116,279.638,293.154333509684,-13.516333507,-1,-1
117,272.203003,288.964067407748,-16.7610644056,-1,-1
118,268.277008,284.826655526198,-16.54964752448,-1,-1
119,223.893997,272.640123820959,-48.746126819584,1,1
120,229.067001,263.925499256767,-34.8584982556672,-1,-1
121,221.591003,255.458600005413,-33.8675970045338,-1,-1
122,211.731003,246.713080604331,-34.982077603627,1,1
123,218.695007,241.109465883465,-22.4144588829016,-1,-1
124,216.727997,236.233172106772,-19.5051751063213,-1,-1
125,215.240997,232.034737085417,-16.793740085057,1,1
126,227.787994,231.185388468334,-3.39739446804563,1,1
127,237.018997,232.352110174667,4.66688682556351,-1,-1
128,234.845001,232.850688339734,1.99431266045078,1,1
129,248.210007,235.922552071787,12.2874549283606,1,1
130,255.074005,239.75284265743,15.3211623426885,1,1
131,309.384003,253.679074725944,55.7049282741508,-1,-1
132,275.480011,258.039261980755,17.4407490193206,-1,-1
133,266.535004,259.738410384604,6.79659361545651,-1,-1
134,238.705994,255.531927107683,-16.8259331076348,1,1
135,242.850998,252.995741286147,-10.1447432861078,-1,-1
136,233.503998,249.097392628917,-15.5933946288863,-1,-1
137,231.574005,245.592715103134,-14.018710103109,1,1
138,242.175003,244.909172682507,-2.73416968248721,1,1
139,245.957001,245.118738346006,0.838262654010214,-1,-1
140,230.057999,242.106590476805,-12.0485914767918,1,1
141,239.404999,241.566272181444,-2.16127318143347,-1,-1
142,230.509995,239.355016745155,-8.84502174514678,-1,-1
143,230.298996,237.543812596124,-7.24481659611743,-1,-1
144,229.438004,235.922650876899,-6.48464687689393,-1,-1
145,223.977005,233.533521701519,-9.55651670151515,-1,-1
146,221.807007,231.188218761216,-9.3812117612121,1,1
147,223.406006,229.631776208972,-6.2257702089697,-1,-1
148,222.199005,228.145221967178,-5.94621696717575,1,1
149,240.259003,230.567978173742,9.6910248262594,1,1
150,259.808014,236.415985338994,23.3920286610075,1,1
151,265.610992,242.254986671195,23.356005328806,-1,-1
152,239.520996,241.708188536956,-2.18719253695517,1,1
153,245.774994,242.521549629565,3.25344437043586,-1,-1
154,244.251007,242.867441103652,1.38356589634868,-1,-1
155,242.671997,242.828352282922,-0.156355282921049,1,1
156,247.100998,243.682881426337,3.41811657366316,1,1
157,255.320007,246.01030654107,9.30970045893055,-1,-1
158,246.391998,246.086644832856,0.305353167144426,-1,-1
159,240.108994,244.891114666285,-4.78212066628446,-1,-1
160,239.901001,243.893091933028,-3.99209093302757,-1,-1
161,239.339996,242.982472746422,-3.64247674642204,-1,-1
162,237.710007,241.927979597138,-4.21797259713765,1,1
163,256.653015,244.87298667771,11.7800283222899,-1,-1
164,254.692001,246.836789542168,7.85521145783191,1,1
165,261.660004,249.801432433735,11.8585715662655,1,1
166,276.300995,255.101344946988,21.1996500530124,1,1
167,285.79599,261.24027395759,24.55571604241,-1,-1
168,284.225006,265.837220366072,18.3877856339279,-1,-1
169,281.666992,269.003174692858,12.6638173071423,-1,-1
170,277.608002,270.724140154286,6.88386184571386,1,1
171,277.854004,272.150112923429,5.70389107657106,1,1
172,277.858002,273.291690738743,4.56631126125685,1,1
173,292.700989,277.173550390995,15.5274386090055,1,1
174,300.044006,281.747641512796,18.2963644872044,-1,-1
175,297.390991,284.876311410237,12.5146795897635,-1,-1
176,297.088013,287.318651728189,9.76936127181079,-1,-1
177,294.497986,288.754518582551,5.74346741744867,-1,-1
178,286.34201,288.272016866041,-1.93000686604109,1,1
179,286.528992,287.923411892833,-1.39441989283287,1,1
180,294.112,289.161129514266,4.95087048573373,-1,-1
181,292.36499,289.801901611413,2.56308838858695,-1,-1
182,285.335999,288.908721089131,-3.57272208913041,-1,-1
183,264.243988,283.975774471305,-19.7317864713044,1,1
184,264.847992,280.150217977044,-15.3022259770435,-1,-1
185,262.196014,276.559377181635,-14.3633631816348,1,1
186,269.747009,275.196903545308,-5.44989454530785,1,1
187,277.296997,275.616922236246,1.68007476375369,-1,-1
188,267.002991,273.894135988997,-6.89114498899703,-1,-1
189,249.190002,268.953309191198,-19.7633071911976,1,1
190,254.354004,266.033448152958,-11.6794441529581,1,1
191,256.811005,264.188959522367,-7.37795452236646,-1,-1
192,254.205002,262.192168017893,-7.98716601789317,-1,-1
193,253.139008,260.381536014315,-7.24252801431455,-1,-1
194,249.242004,258.153629611452,-8.91162561145163,-1,-1
195,248.729996,256.268902889161,-7.53890688916131,-1,-1
196,247.541,254.523322311329,-6.98232231132904,1,1
197,254.460999,254.510857649063,-0.0498586490632306,1,1
198,256.042999,254.817285919251,1.22571308074944,-1,-1
199,255.257996,254.905427935401,0.352568064599518,1,1
200,260.674988,256.059339948321,4.61564805167959,1,1
201,261.798004,257.207072758656,4.5909312413437,-1,-1
202,255.804993,256.926656806925,-1.12166380692506,-1,-1
203,253.847,256.31072544554,-2.46372544554004,-1,-1
204,246.117996,254.272179556432,-8.15418355643203,-1,-1
205,243.694,252.156543645146,-8.46254364514564,-1,-1
206,239.537003,249.632635516117,-10.0956325161165,-1,-1
207,237.727997,247.251707812893,-9.52371081289321,-1,-1
208,236.934998,245.188365850315,-8.25336785031455,-1,-1
209,224.975998,241.145892280252,-16.1698942802516,-1,-1
210,223.832993,237.683312424201,-13.8503194242013,1,1
211,229.671997,236.081049339361,-6.40905233936105,-1,-1
212,228.906006,234.646040671489,-5.74003467148884,-1,-1
213,224.315994,232.580031337191,-8.26403733719108,1,1
214,226.352997,231.334624469753,-4.98162746975286,-1,-1
215,226.350998,230.337899175802,-3.98690117580227,1,1
216,235.268997,231.324118740642,3.94487825935819,1,1
217,237.908997,232.641094392514,5.26790260748653,-1,-1
218,236.475006,233.407876714011,3.06712928598922,-1,-1
219,236.304993,233.987299971209,2.31769302879136,-1,-1
220,232.561005,233.702040976967,-1.14103597696692,-1,-1
221,226.944,232.350432781574,-5.40643278157354,1,1
222,233.304993,232.541344825259,0.763648174741184,-1,-1
223,229.494995,231.932074860207,-2.43707986020706,-1,-1
224,227.039993,230.953658488166,-3.91366548816563,1,1
225,239.563004,232.675527590533,6.88747640946749,-1,-1
226,238.966003,233.933622672426,5.03238032757399,-1,-1
227,235.727005,234.292299137941,1.4347058620592,1,1
228,243.240005,236.081840310353,7.15816468964736,-1,-1
229,242.638,237.393072248282,5.24492775171789,-1,-1
230,239.203995,237.755256798626,1.44873820137429,-1,-1
231,236.453995,237.495004438901,-1.04100943890057,1,1
232,239.104996,237.817002751121,1.28799324887955,1,1
233,246.274994,239.508601000896,6.76639299910364,1,1
234,247.804001,241.167681000717,6.63631999928291,-1,-1
235,244.067993,241.747743400574,2.32024959942632,1,1
236,244.270004,242.252195520459,2.01780847954105,-1,-1
237,242.880997,242.377955816367,0.503041183632854,1,1
238,243.703995,242.643163653094,1.06083134690628,-1,-1
239,237.798996,241.674330122475,-3.87533412247499,1,1
240,238.753006,241.09006529798,-2.33705929797998,-1,-1
241,237.697006,240.411453438384,-2.71444743838399,1,1
242,238.024994,239.934161550707,-1.90916755070718,-1,-1
243,237.210007,239.389330640566,-2.17932364056576,-1,-1
244,234.151001,238.341664712453,-4.1906637124526,1,1
245,234.682999,237.609931569962,-2.92693256996208,1,1
246,236.242004,237.33634605597,-1.09434205596965,1,1
247,240.968994,238.062875644776,2.90611835522427,1,1
248,241.024994,238.655299315821,2.3696946841794,1,1
249,241.977997,239.319838852657,2.65815814734351,-1,-1
250,241.020996,239.660070282125,1.36092571787481,-1,-1
251,238.242004,239.3764570257,-1.13445302570015,1,1
252,238.636002,239.22836602056,-0.592364020560126,-1,-1
253,237.824005,238.947493816448,-1.12348881644809,-1,-1
254,237.522003,238.662395653159,-1.14039265315846,-1,-1
255,237.093002,238.348516922527,-1.25551492252678,-1,-1
256,233.251999,237.329213338021,-4.07721433802142,-1,-1
257,231.712997,236.205970070417,-4.49297307041713,-1,-1
258,226.416,234.247976056334,-7.8319760563337,1,1
259,227.404007,232.879182245067,-5.47517524506695,-1,-1
260,226.580994,231.619544596054,-5.03855059605357,-1,-1
261,225.968002,230.489236076843,-4.52123407684285,-1,-1
262,225.718994,229.535187661474,-3.81619366147429,1,1
263,226.194,228.86695012918,-2.67295012917946,1,1
264,229.464005,228.986361103344,0.477643896656423,1,1
265,230.953995,229.379887882675,1.57410711732514,-1,-1
266,229.781998,229.46030990614,0.321688093860098,1,1
267,230.287003,229.625648524912,0.661354475088092,1,1
268,231.057007,229.91192021993,1.14508678007048,1,1
269,232.651993,230.459934775944,2.19205822405638,1,1
270,234.858002,231.339548220755,3.5184537792451,1,1
271,237.835999,232.638838376604,5.19716062339608,1,1
272,251.742004,236.459471501283,15.2825324987169,1,1
273,256.852997,240.538176601027,16.3148203989735,-1,-1
274,252.108002,242.852141680821,9.25586031917878,-1,-1
275,250.977005,244.477114344657,6.49989065534301,-1,-1
276,245.828003,244.747292075726,1.0807109242744,-1,-1
277,245.223999,244.842633460581,0.381365539419517,1,1
278,247.917007,245.457508168464,2.45949883153562,-1,-1
279,247.304001,245.826806734772,1.47719426522849,-1,-1
280,244.341003,245.529645987817,-1.18864298781721,-1,-1
281,243.332001,245.090116990254,-1.75811599025378,1,1
282,243.748993,244.821892192203,-1.072899192203,1,1
283,251.339005,246.125314753762,5.21369024623757,-1,-1
284,251.171997,247.13465120301,4.03734579699008,1,1
285,257.173004,249.142321762408,8.03068223759203,1,1
286,267.867004,252.887258209926,14.9797457900736,-1,-1
287,265.171997,255.344205967941,9.8277910320589,-1,-1
288,261.631012,256.601567174353,5.02944482564713,-1,-1
289,257.076996,256.696652939482,0.380343060517726,1,1
290,261.457001,257.648722551586,3.80827844841415,1,1
291,274.506012,261.020180441269,13.4858315587313,1,1
292,277.421997,264.300543753015,13.121453246985,-1,-1
293,271.341003,265.708635602412,5.63236739758804,1,1
294,272.971008,267.16111008193,5.80989791807042,-1,-1
295,272.334991,268.195886265544,4.13910473445635,1,1
296,294.591003,273.474909612435,21.1160933875651,1,1
297,298.506012,278.481130089948,20.024881910052,1,1
298,314.394012,285.663706471958,28.7303055280416,-1,-1
299,310.947998,290.720564777567,20.2274332224333,-1,-1
300,296.147003,291.805852422053,4.34115057794666,-1,-1
301,293.247986,292.094279137643,1.15370686235738,-1,-1
302,291.183014,291.912026110114,-0.729012110114127,-1,-1
303,280.279999,289.585620688091,-9.30562168809133,1,1
304,282.527008,288.173898150473,-5.64689015047302,-1,-1
305,275.670013,285.673121120379,-10.0031081203785,1,1
306,278.980988,284.334694496303,-5.35370649630272,1,1
307,280.546997,283.577154997042,-3.03015799704222,-1,-1
308,277.665985,282.394920997634,-4.72893599763379,1,1
309,278.110992,281.538135198107,-3.42714319810702,1,1
310,289.252991,283.081106358486,6.17188464151436,1,1
311,290.733002,284.611485486789,6.12151651321146,1,1
312,293.052002,286.299588789431,6.75241321056919,1,1
313,297.773987,288.594468431545,9.17951856845534,-1,-1
314,296.648987,290.205372145236,6.44361485476429,-1,-1
315,294.536011,291.071499916189,3.46451108381143,-1,-1
316,290.126007,290.882401332951,-0.756394332950822,-1,-1
317,288.959015,290.497724066361,-1.53870906636066,-1,-1
318,284.932007,289.384580653089,-4.45257365308853,-1,-1
319,283.032013,288.114067122471,-5.0820541224708,1,1
320,285.471008,287.585455297977,-2.11444729797668,1,1
321,285.714996,287.211363438381,-1.49636743838132,-1,-1
322,285.501007,286.869292150705,-1.36828515070501,-1,-1
323,281.906006,285.876634920564,-3.97062892056401,-1,-1
324,280.391998,284.779707536451,-4.38770953645121,-1,-1
325,279.928009,283.809367829161,-3.88135882916099,-1,-1
326,267.002991,280.448092463329,-13.4451014633288,1,1
327,267.032013,277.764876570663,-10.732863570663,1,1
328,270.385986,276.289098456531,-5.90311245653043,1,1
329,270.673004,275.165879565224,-4.49287556522436,-1,-1
330,266.231995,273.37910265218,-7.14710765217951,1,1
331,267.466003,272.196482721744,-4.73047972174359,-1,-1
332,266.666992,271.090584577395,-4.42359257739486,-1,-1
333,262.440002,269.360468061916,-6.92046606191589,-1,-1
334,260.505005,267.589375449533,-7.08437044953271,-1,-1
335,257.993011,265.670102559626,-7.67709155962614,-1,-1
336,237.408997,260.017881447701,-22.6088844477009,-1,-1
337,237.365005,255.487306158161,-18.1223011581608,-1,-1
338,236.432007,251.676246326529,-15.2442393265286,-1,-1
339,234.957001,248.332397261223,-13.3753962612229,-1,-1
340,232.705002,245.206918208978,-12.5019162089783,-1,-1
341,228.139008,241.793336167183,-13.6543281671826,-1,-1
342,226.320999,238.698868733746,-12.3778697337461,1,1
343,231.182999,237.195694786997,-6.01269578699689,-1,-1
344,228.643005,235.485156829598,-6.84215182959752,1,1
345,235.218994,235.431924263678,-0.212930263678004,-1,-1
346,233.222,234.989939410943,-1.7679394109424,-1,-1
347,232.067993,234.405550128754,-2.33755712875393,-1,-1
348,231.955994,233.915638903003,-1.95964490300314,-1,-1
349,231.216003,233.375711722403,-2.15970872240252,-1,-1
350,230.576996,232.815968577922,-2.238972577922,-1,-1
351,229.604996,232.173774062338,-2.56877806233761,1,1
352,230.899994,231.91901804987,-1.01902404987009,1,1
353,236.143005,232.763815439896,3.37918956010392,1,1
354,242.912003,234.793452951917,8.11855004808315,-1,-1
355,242.106003,236.255962961534,5.8500400384665,1,1
356,245.781006,238.160971569227,7.62003443077319,-1,-1
357,244.416,239.411977255382,5.00402274461856,-1,-1
358,241.292999,239.788181604305,1.50481739569486,-1,-1
359,241.169006,240.064346483444,1.10465951655588,-1,-1
360,240.123993,240.076275786755,0.0477172132447095,-1,-1
361,235.934998,239.248020229404,-3.31302222940424,-1,-1
362,232.440002,237.886416583523,-5.44641458352339,1,1
363,259.182007,242.145534666819,17.0364723331813,-1,-1
364,231.214996,239.959426933455,-8.74443093345496,-1,-1
365,230.285004,238.024542346764,-7.73953834676399,1,1
366,234.352997,237.290233277411,-2.93723627741119,-1,-1
367,233.205002,236.473187021929,-3.26818502192893,-1,-1
368,232.365005,235.651550617543,-3.28654561754315,-1,-1
369,231.216995,234.764639494035,-3.54764449403451,1,1
370,232.386002,234.288911995228,-1.90290999522761,-1,-1
371,231.835007,233.798130996182,-1.96312399618209,1,1
372,235.649002,234.168305196946,1.48069680305432,1,1
373,237.427002,234.820044557557,2.60695744244345,-1,-1
374,235.403,234.936635646045,0.466364353954759,-1,-1
375,234.526001,234.854508716836,-0.32850771683618,1,1
376,239.339005,235.751407973469,3.58759702653103,1,1
377,239.802002,236.561526778775,3.24047522122482,-1,-1
378,237.733994,236.79602022302,0.937973776979857,1,1
379,238.445007,237.125817578416,1.31918942158388,1,1
380,238.541,237.408854062733,1.13214593726709,1,1
381,239.315002,237.790083650186,1.52491834981367,-1,-1
382,238.968002,238.025667320149,0.942334679850956,1,1
383,240.382996,238.497133056119,1.88586294388074,1,1
384,246.934998,240.184706044895,6.7502919551046,-1,-1
385,246.681,241.483964835916,5.1970351640837,-1,-1
386,244.251007,242.037373268733,2.21363373126694,-1,-1
387,244.227997,242.475498014987,1.75249898501356,1,1
388,245.319,243.044198411989,2.27480158801086,1,1
389,247.242996,243.883957929591,3.3590380704087,1,1
390,247.453995,244.597965343673,2.85602965632695,1,1
391,250.235992,245.725570674939,4.51042132506157,1,1
392,254.274994,247.435455339951,6.83953866004922,1,1
393,255.962006,249.140765471961,6.82124052803938,1,1
394,266.13501,252.539614377569,13.5953956224315,1,1
395,273.578003,256.747292102055,16.8307108979452,-1,-1
396,271.667999,259.731433481644,11.9365655183562,-1,-1
397,264.820007,260.749148185315,4.07085881468488,1,1
398,270.834991,262.766316748252,8.06867425174792,-1,-1
399,270.769989,264.367051198602,6.40293780139832,1,1
400,276.51001,266.795642958881,9.71436704111866,1,1
401,278.68399,269.173312367105,9.51067763289489,1,1
402,281.705994,271.679848693684,10.0261453063159,1,1
403,294.05899,276.155676954947,17.9033130450528,-1,-1
404,285.299988,277.984539163958,7.3154488360422,1,1
405,296.212006,281.630032531166,14.5819734688338,1,1
406,306.330994,286.570224824933,19.760769175067,1,1
407,318.170013,292.890182459946,25.2798305400536,1,1
408,334.169006,301.145947167957,33.0230588320429,-1,-1
409,332.777008,307.472159334366,25.3048486656343,-1,-1
410,327.471985,311.472124467493,15.9998605325075,1,1
411,365.359985,322.249696573994,43.110288426006,1,1
412,417.899994,341.379756059195,76.5202379408047,1,1
413,495.562012,372.216207247356,123.345804752644,-1,-1
414,447.561005,387.285166797885,60.275838202115,-1,-1
415,395.835999,388.995333238308,6.84066576169203,-1,-1
416,390.585999,389.313466390646,1.27253260935363,-1,-1
417,389.894989,389.429770912517,0.46521808748289,-1,-1
418,385.278015,388.599419730014,-3.32140473001373,-1,-1
419,381.386993,387.156934384011,-5.76994138401096,-1,-1
420,340.584991,377.842545707209,-37.2575547072088,1,1
421,345.080994,371.290235365767,-26.2092413657671,-1,-1
422,340.914001,365.214988492614,-24.3009874926137,-1,-1
423,338.181,359.808190794091,-21.6271907940909,-1,-1
424,334.661987,354.778950035273,-20.1169630352727,-1,-1
425,331.626007,350.148361428218,-18.5223544282182,1,1
426,338.350006,347.788690342575,-9.43868434257456,-1,-1
427,336.531006,345.53715347406,-9.00614747405966,-1,-1
428,335.334015,343.496525779248,-8.16251077924772,-1,-1
429,326.472992,340.091819023398,-13.6188270233982,1,1
430,328.158997,337.705254618719,-9.54625761871857,-1,-1
431,327.01001,335.566205694975,-8.55619569497485,-1,-1
432,325.118011,333.47656675598,-8.35855575597989,-1,-1
433,323.058014,331.392856204784,-8.3348422047839,1,1
434,329.134003,330.941085563827,-1.80708256382713,1,1
435,366.756989,338.104266251062,28.6527227489383,-1,-1
436,363.588989,343.201210800849,20.3877781991507,-1,-1
437,359.536011,346.46817084068,13.0678401593205,1,1
438,371.938995,351.562335672544,20.3766593274564,1,1
439,382.363007,357.722469938035,24.6405370619651,-1,-1
440,378.931,361.964175950428,16.9668240495721,-1,-1
441,362.231995,362.017739760342,0.214255239657678,1,1
442,370.274994,363.669190608274,6.60580339172616,-1,-1
443,363.515991,363.638550686619,-0.12255968661907,1,1
444,389.785004,368.867841349295,20.9171626507048,1,1
445,402.80899,375.656071079436,27.1529189205638,-1,-1
446,399.968994,380.518655663549,19.4503383364511,1,1
447,415.562988,387.527522130839,28.0354658691609,1,1
448,423.119995,394.646016704671,28.4739782953287,-1,-1
449,419.509003,399.618613963737,19.890389036263,1,1
450,451.937988,410.08248877099,41.8554992290104,1,1
451,469.102997,421.886590416792,47.2164065832083,-1,-1
452,441.679993,425.845270933434,15.8347220665667,1,1
453,447.141998,430.104616346747,17.0373816532533,1,1
454,465.321014,437.147895877398,28.1731181226026,-1,-1
455,465.208008,442.759918301918,22.4480896980821,-1,-1
456,457.859985,445.779931641535,12.0800533584657,1,1
457,465.177002,449.659345713228,15.5176562867726,1,1
458,465.580994,452.843675370582,12.737318629418,-1,-1
459,462.644989,454.803938096466,7.84105090353446,-1,-1
460,444.729004,452.788951277173,-8.05994727717248,-1,-1
461,443.687988,450.968758621738,-7.28077062173793,1,1
462,444.528992,449.680805297391,-5.15181329739035,1,1
463,458.455994,451.435843037912,7.0201509620877,-1,-1
464,458.304993,452.80967303033,5.49531996967021,-1,-1
465,457.489014,453.745541224264,3.74347277573615,-1,-1
466,424.006989,447.797830779411,-23.7908417794111,1,1
467,429.769012,444.192067023529,-14.4230550235289,1,1
468,432.983002,441.950254018823,-8.96725201882309,1,1
469,434.386993,440.437601815059,-6.05060881505847,-1,-1
470,432.92099,438.934279452047,-6.01328945204678,1,1
471,436.246002,438.396623961638,-2.15062196163744,-1,-1
472,436.062012,437.92970156931,-1.86768956930996,-1,-1
473,433.743011,437.092363455448,-3.34935245544793,1,1
474,434.516998,436.577290364359,-2.06029236435838,-1,-1
475,434.182007,436.098233691487,-1.91622669148669,-1,-1
476,431.855988,435.24978455319,-3.39379655318935,1,1
477,458.765991,439.953025842552,18.8129651574485,1,1
478,462.93399,444.549218674041,18.3847713259588,-1,-1
479,454.640015,446.567377939233,8.07263706076706,-1,-1
480,448.30899,446.915700351387,1.39328964861365,1,1
481,450.661987,447.664957681109,2.99702931889092,-1,-1
482,448.182007,447.768367544887,0.413639455112707,-1,-1
483,435.186005,445.25189503591,-10.0658900359098,-1,-1
484,433.324005,442.866317028728,-9.54231202872784,-1,-1
485,430.255005,440.344054622982,-10.0890496229823,-1,-1
486,390.557007,430.386645098386,-39.8296380983858,1,1
487,390.964996,422.502315278709,-31.5373192787087,-1,-1
488,388.104004,415.622653022967,-27.5186490229669,-1,-1
489,387.730011,410.044124618374,-22.3141136183735,1,1
490,425.266998,413.088699294699,12.1782987053012,-1,-1
491,422.877014,415.046362235759,7.83065176424093,-1,-1
492,410.410004,414.119090588607,-3.70908658860722,-1,-1
493,394.542999,410.203872270886,-15.6608732708858,1,1
494,405.484985,409.260094816709,-3.77510981670862,-1,-1
495,402.316986,407.871473053367,-5.55448705336689,-1,-1
496,397.765991,405.850376642694,-8.0843856426935,-1,-1
497,396.842987,404.048898714155,-7.20591171415481,-1,-1
498,395.502014,402.339521771324,-6.83750777132386,-1,-1
499,384.378998,398.747417017059,-14.3684190170591,-1,-1
500,380.916992,395.181332013647,-14.2643400136473,-1,-1
501,380.346985,392.214462610918,-11.8674776109178,-1,-1
502,378.071991,389.385968288734,-11.3139772887342,-1,-1
503,375.882996,386.685373830987,-10.8023778309874,-1,-1
504,374.950012,384.33830146479,-9.38828946478993,1,1
